domain	phylum	class	order	family	genus	species	treatment_1	treatment_2	log2_median_ratio	median_diff	mean_diff	wilcox_p_value
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	NA	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Neorhizobium galegae	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	Nordella	Nordella sp. HKS 07	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum anthropi	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum anthropi	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium zundukense	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Pseudolabrys taiwanensis	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. NXC24	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium	Rhodomicrobium vannielii	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes sp. Z2-YC6860	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium sp. RAC02	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	Starkeya novella	COVID_19	Community_acquired_pneumonia	-0.989721676	-0.01207145	-0.117007573	0.007444185
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter persici	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	NA	alpha proteobacterium HIMB5	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum thiophilum	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Blastomonas fulva	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Bombella	Bombella sp. KACC 21507	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. FZCC0015	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. FWC26	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Celeribacter manganoxidans	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter flavus	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Hypericibacter	Hypericibacter terrae	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter xylinus	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	Labrenzia sp. VG12	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera aquaemixtae	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	NA	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Niveispirillum	Niveispirillum cyanobacteriorum	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium pentaromativorans	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium resinovorum	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. PP1Y	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola	Oceanicola sp. D3	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus aminovorans	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus kondratievae	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus liaowanqingii	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus sp. Arc7-R13	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter gallaeciensis	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. YT40	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	Pseudorhodobacter sp. S12M18	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	Rhodospirillum rubrum	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia amblyommatis	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria pomeroyi	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium baderi	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium cloacae	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. EP60837	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. PAMC28499	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. YG1	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas ginsengisoli An et al. 2013	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas hengshuiensis	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas insulae	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. AAP5	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. C33	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. C8-2	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Cra20	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. FARSPH	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. HKS19	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. LK11	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. LM7	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. LMO-1	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. MM-1	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. PAMC26645	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. YZ-8	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. 113P3	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. EG6	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. FD7	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	Sphingosinicella sp. BN140058	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinithalassobacter	Sphingosinithalassobacter sp. zrk23	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tardibacter	Tardibacter chloracetimidivorans	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira marina	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yangia	Yangia sp. CCB-MM3	COVID_19	Community_acquired_pneumonia	-2.053878784	-0.072794544	-0.133228083	0.006723639
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister pneumosintes	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera stantonii	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	NA	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	NA	NA	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	NA	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rodentium	COVID_19	Healthy	3.639369584	0.003267157	0.040631146	0.002999146
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces pacaensis	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces slackii	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 171	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 414	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 848	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 897	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces viscosus	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia meyeri	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	COVID_19	Healthy	5.183768992	0.002548082	0.012674954	7.82E-06
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	Coriobacteriaceae bacterium 68-1-3	COVID_19	Healthy	4.621883641	3.40E-05	0.000593639	0.007259867
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella parvula	COVID_19	Healthy	4.621883641	3.40E-05	0.000593639	0.007259867
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	NA	NA	COVID_19	Healthy	4.621883641	3.40E-05	0.000593639	0.007259867
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens	COVID_19	Healthy	3.054926309	3.38E-05	0.000589545	0.019333923
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum	COVID_19	Healthy	3.507662226	0.000130325	0.000348821	0.000930141
