domain phylum class order family genus species tax_id tax_level 	CRR125950_0.5.bracken_num CRR125950_0.90.bracken_num CRR125950_0.95.bracken_num CRR125950_0.99.bracken_num CRR125950_0.bracken_num CRR125950_1.bracken_num 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Aliiarcobacter [Arcobacter] porcinus 1935204 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Arsenophonus Arsenophonus nasoniae 638 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Catenovulum Catenovulum sp. CCB-QB4 	2172099 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Enterococcus Enterococcus faecalis 1351 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Cyanobacteria NA Synechococcales Prochloraceae Prochlorococcus Prochlorococcus marinus 1219 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium taeniosporum 394958 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Micrococcales Dermatophilaceae Dermatophilus Dermatophilus congolensis 1863 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Lachnoanaerobaculum Lachnoanaerobaculum umeaense 617123 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Polynucleobacter Polynucleobacter duraquae 1835254 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Cellvibrionales Spongiibacteraceae Zhongshania Zhongshania aliphaticivorans 1470434 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium sp. 2184 	2079535 0 0 0 0 30 0 
Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae Aneurinibacillus Aneurinibacillus sp. XH2 	1450761 0 0 0 0 2 0 
Bacteria Firmicutes Bacilli Lactobacillales Enterococcaceae Vagococcus Vagococcus teuberi 519472 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Pedobacter Pedobacter steynii 430522 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Piscirickettsiaceae Thiomicrorhabdus Thiomicrorhabdus sp. G1 	2580412 0 0 0 0 2 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Alkaliphilus Alkaliphilus oremlandii 461876 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Nostocales Aphanizomenonaceae Dolichospermum Dolichospermum sp. UHCC 	0315A S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Cytophagia Cytophagales Cytophagaceae Runella Runella sp. SP2 	2268026 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Asticcacaulis Asticcacaulis excentricus 78587 	S 0.00000 0.00000 0.00000 0.00000 0.00054 0.00000 
Bacteria Deinococcus-Thermus Deinococci Thermales Thermaceae Meiothermus Meiothermus silvanus 52022 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis granuli 267128 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingosinicella Sphingosinicella sp. BN140058 	1892855 0 0 0 0 2 0 
Bacteria Firmicutes Clostridia Clostridiales Hungateiclostridiaceae Hungateiclostridium Hungateiclostridium thermocellum 1515 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma mycoides 2102 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces formicae 1616117 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Methylobacteriaceae Methylorubrum Methylorubrum extorquens 408 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium sp. ABRDHK2 	2571749 0 0 0 0 5 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Paraburkholderia Paraburkholderia sp. DHF22 	2571748 0 0 0 0 2 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium tetani 1513 	S 0.00000 0.00000 0.00000 0.00000 0.00033 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Symbiobacteriaceae Symbiobacterium Symbiobacterium thermophilum 2734 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Archaea Thaumarchaeota NA Nitrosopumilales Nitrosopumilaceae Nitrosopumilus Nitrosopumilus maritimus 338192 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Anoxybacillus Anoxybacillus sp. PDR2 	1636720 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium glaucum 187491 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Planctomycetes Planctomycetia Pirellulales Thermoguttaceae Thermogutta Thermogutta terrifontis 1331910 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia sp. oral 	taxon 712368 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Caulobacter Caulobacter vibrioides 155892 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Erysipelotrichia Erysipelotrichales Erysipelotrichaceae Erysipelothrix Erysipelothrix rhusiopathiae 1648 	S 0.00000 0.00000 0.00000 0.00000 0.00042 0.00000 
Viruses Negarnaviricota Insthoviricetes Articulavirales Orthomyxoviridae Alphainfluenzavirus Influenza A virus 	11320 0 0 0 0 2 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus gobiensis 1441095 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus sp. DSL-17 	2567941 0 0 0 0 1 0 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma litorale 216942 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Nakaseomyces [Candida] glabrata 5478 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma turonicum 216946 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Armatimonadetes Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas Chthonomonas calidirosea 454171 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Sphaerochaeta Sphaerochaeta pleomorpha 1131707 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella Legionella sainthelensi 28087 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Bacteroidetes Cytophagia Cytophagales Cytophagaceae Spirosoma Spirosoma pollinicola 2057025 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga leadbetteri 327575 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pasteurellales Pasteurellaceae Otariodibacter Otariodibacter oris 1032623 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Nostocales Calotrichaceae Calothrix Calothrix parietina 32054 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium hydrophobicum 1673076 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio sp. HBUAS61001 	2479546 0 0 0 0 2 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Helicobacter Helicobacter pullorum 35818 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Planctomycetes Planctomycetia Gemmatales Gemmataceae Gemmata Gemmata obscuriglobus 114 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Ralstonia Ralstonia mannitolilytica 105219 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Archaea Crenarchaeota Thermoprotei Sulfolobales Sulfolobaceae Acidianus Acidianus manzaensis 282676 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xanthomonas Xanthomonas vasicola 56459 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Viruses Uroviricota Caudoviricetes Caudovirales Myoviridae NA Bacillus virus G 	1084719 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Propionibacteriaceae Auraticoccus Auraticoccus monumenti 675864 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Nocardiaceae Rhodococcus Rhodococcus pyridinivorans 103816 	S 0.00000 0.00000 0.00000 0.00000 0.00052 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio anguillarum 55601 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Alcaligenaceae Pusillimonas Pusillimonas sp. T7-7 	1007105 0 0 0 0 5 0 
Bacteria Synergistetes Synergistia Synergistales Synergistaceae Aminomonas Aminomonas paucivorans 81412 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Viruses Uroviricota Caudoviricetes Caudovirales Siphoviridae Timquatrovirus Mycobacterium phage Mufasa 	1718600 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Pelagibacterales Pelagibacteraceae Candidatus Pelagibacter Candidatus Pelagibacter 	sp. 1002672 0 0 0 0 1 0 
Eukaryota Basidiomycota Tremellomycetes Tremellales Cryptococcaceae Cryptococcus Cryptococcus neoformans 5207 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Liberibacter Candidatus Liberibacter americanus 	309868 0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales NA Phocaeicola Phocaeicola salanitronis 376805 	S 0.00000 0.00000 0.00000 0.00000 0.00038 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae NA [Clostridium] cellulosi 29343 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae Anaerolinea Anaerolinea thermophila 167964 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Metabacillus Metabacillus litoralis 152268 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Moritellaceae Moritella Moritella yayanosii 69539 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc sp. CENA543 	1869241 0 0 0 0 1 0 
Eukaryota Apicomplexa Aconoidasida Haemosporida Plasmodiidae Plasmodium Plasmodium falciparum 5833 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Sulfurimonas Sulfurimonas denitrificans 39766 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Roseburia Roseburia hominis 301301 	S 0.00000 0.00000 0.00000 0.00000 0.00019 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae NA Beijerinckiaceae bacterium RH 	AL1 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium sp. LCT2 	2493093 0 0 0 0 11 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Providencia Providencia sneebia 516075 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Bacteroidaceae Bacteroides Bacteroides ovatus 28116 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Francisellaceae Francisella Francisella philomiragia 28110 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Helicobacter Helicobacter cetorum 138563 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Tannerellaceae Tannerella Tannerella forsythia 28112 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter sp. SA4-12 	1312072 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bartonellaceae Bartonella Bartonella elizabethae 807 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Odoribacteraceae Odoribacter Odoribacter splanchnicus 28118 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Viruses Uroviricota Caudoviricetes Caudovirales Myoviridae Mooglevirus Citrobacter virus Moogle 	1985304 0 0 0 0 1 0 
Bacteria Thermotogae Thermotogae Thermotogales Fervidobacteriaceae Thermosipho Thermosipho africanus 2421 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Aeribacillus Aeribacillus pallidus 33936 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Nissabacter Nissabacter sp. SGAir0207 	2126321 0 0 0 0 1 0 
Bacteria Bacteroidetes Cytophagia Cytophagales NA NA Cytophagales bacterium TFI 	002 S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Pluralibacter [Enterobacter] lignolyticus 1334193 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Helicobacter Helicobacter pylori 210 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter equi 1324350 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio sp. THAF100 	2587862 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Streptosporangiales Thermomonosporaceae Actinomadura Actinomadura sp. WMMA1423 	2591108 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus fermentum 1613 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Debaryomycetaceae Candida Candida albicans 5476 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc linckia 92942 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Ascomycota Sordariomycetes Hypocreales Nectriaceae Fusarium Fusarium oxysporum 5507 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Thermoleophilia Solirubrobacterales Conexibacteraceae Conexibacter Conexibacter woesei 191495 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Cyanobacteria NA Chroococcidiopsidales Chroococcidiopsidaceae Chroococcidiopsis Chroococcidiopsis thermalis 54299 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Thiotrichales Francisellaceae Francisella Francisella sp. FSC1006 	1547445 0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Micrococcales Micrococcaceae Kocuria Kocuria palustris 71999 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Cyanobacteria NA Nostocales Calotrichaceae Calothrix Calothrix sp. NIES-2098 	1954171 0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Brucellaceae Brucella Brucella suis 29461 	S 0.00000 0.00000 0.00000 0.00000 0.00096 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Lelliottia Lelliottia nimipressuralis 69220 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Marinirhabdus Marinirhabdus gelatinilytica 1703343 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycolicibacterium Mycolicibacterium smegmatis 1772 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Rhodopseudomonas Rhodopseudomonas palustris 1076 	S 0.00000 0.00000 0.00000 0.00000 0.00016 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas cedrina 651740 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Helicobacteraceae Helicobacter Helicobacter apodemus 135569 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria NA NA Candidatus Profftella Candidatus Profftella 	armatura S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Saccharomyces Saccharomyces eubayanus 1080349 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Planctomycetes NA NA NA NA Planctomycetes bacterium TBK1r 	2527963 0 0 0 0 1 0 
Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobacterium Methanobacterium lacus 877455 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium carnipullorum 1124835 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium zhanjiangense 1325107 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Xanthobacter Xanthobacter autotrophicus 280 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae Rickettsia Rickettsia amblyommatis 33989 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Comamonadaceae Comamonas Comamonas testosteroni 285 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus pseudomycoides 64104 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas aeruginosa 287 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio jasicida 766224 	S 0.00000 0.00000 0.00000 0.00000 0.00019 0.00000 
Bacteria Cyanobacteria NA Nostocales Hapalosiphonaceae Fischerella Fischerella sp. NIES-3754 	1752063 0 0 0 0 1 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia buccalis 40542 	S 0.00000 0.00000 0.00000 0.00000 0.00026 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Holosporales Holosporaceae Candidatus Nesciobacter Candidatus Nesciobacter 	abundans S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium Rhizobium sp. NIBRBAC000502774 	2590777 0 0 0 0 6 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas sp. NIBRBAC000502773 	2590776 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio mimicus 674 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio parahaemolyticus 670 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Celeribacter Celeribacter ethanolicus 1758178 	S 0.00000 0.00000 0.00000 0.00000 0.00026 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Neoasaia Neoasaia chiangmaiensis 320497 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium baratii 1561 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Acidimicrobiia Acidimicrobiales Ilumatobacteraceae Ilumatobacter Ilumatobacter coccineus 467094 	S 0.00000 0.00000 0.00000 0.00000 0.00141 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium piperi 558152 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Carnobacteriaceae Carnobacterium Carnobacterium sp. CP1 	1564681 0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium johnsoniae 986 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Myxococcales Polyangiaceae Sorangium Sorangium cellulosum 56 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Planococcaceae Paenisporosarcina Paenisporosarcina antarctica 417367 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Pedobacter Pedobacter ginsengisoli 363852 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA Candidatus Hodgkinia Candidatus Hodgkinia 	cicadicola S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Bacteroidetes Cytophagia Cytophagales Cyclobacteriaceae Echinicola Echinicola rosea 1807691 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Coriobacteriia Eggerthellales Eggerthellaceae Phoenicibacter Phoenicibacter congonensis 1944646 	S 0.00000 0.00000 0.00000 0.00000 0.00021 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma phoeniceum 47835 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Moritellaceae Moritella Moritella marina 90736 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Planococcaceae Jeotgalibacillus Jeotgalibacillus malaysiensis 1508404 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Eikenella Eikenella corrodens 539 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Neorhizobium Neorhizobium sp. SOG26 	2060726 0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter curvus 200 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. IHB 	B 1721091 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus 47715 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus anginosus 1328 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes Actinoplanes derwentensis 113562 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Eukaryota Ascomycota Schizosaccharomycetes Schizosaccharomycetales Schizosaccharomycetaceae Schizosaccharomyces Schizosaccharomyces pombe 4896 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Pedobacter Pedobacter heparinus 984 	S 0.00000 0.00000 0.00000 0.00000 0.00035 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella Legionella endosymbiont of 	Polyplax 2005262 0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bosea Bosea sp. RAC05 	1842539 0 0 0 0 1 0 
