,Domain,Phylum,Class,Order,Family,Genus,Species
1527493,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Mycobacterium phage Sparky
1046403,Viruses,NA,NA,NA,Luteoviridae,Polerovirus,Brassica yellows virus
11723,Viruses,NA,NA,Ortervirales,Retroviridae,Lentivirus,Simian immunodeficiency virus
1654357,Viruses,NA,NA,Picornavirales,Iflaviridae,NA,La Jolla virus
29323,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter brockii
1873777,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Likavirus,Streptomyces phage Nanodon
444861,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Prochlorococcus phage Syn1
485724,Viruses,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,NA,Melon severe mosaic tospovirus
573175,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Vibrio phage martha 12B12
1327959,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Mycobacterium phage Adler
198599,Viruses,NA,NA,NA,Narnaviridae,Narnavirus,Saccharomyces 23S RNA narnavirus
170965,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,Trichomonasvirus,Trichomonas vaginalis virus 3
1032457,Viruses,NA,NA,NA,Virgaviridae,Tobamovirus,Passion fruit mosaic virus
1123754,Viruses,NA,NA,NA,Virgaviridae,Tobamovirus,Rattail cactus necrosis-associated virus
1982578,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Johnsonvirus,Erwinia virus Frozen
301865,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Potexvirus,Mint virus X
74969,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,Ferroplasma acidiphilum
351495,Viruses,NA,NA,NA,Partitiviridae,NA,Raphanus sativus cryptic virus 2
1131702,Viruses,NA,NA,NA,Endornaviridae,Alphaendornavirus,Persea americana alphaendornavirus 1
2598455,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. SY113
1933293,Viruses,Negarnaviricota,Ellioviricetes,Bunyavirales,Tospoviridae,Orthotospovirus,Groundnut yellow spot tospovirus
2560388,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cinunavirus,Clavibacter virus CN1A
2583584,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. NCTC 11567
688436,Viruses,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Quaranjavirus,Quaranfil quaranjavirus
1536597,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,NA,Enterobacteria phage J8-65
927810,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,Totivirus,Tuber aestivum virus 1
930881,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Sweet potato virus C
1993631,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Betaentomopoxvirus,Choristoneura rosaceana entomopoxvirus
40979,Viruses,NA,NA,NA,Solemoviridae,Sobemovirus,Cocksfoot mottle virus
1408895,Viruses,NA,NA,NA,Partitiviridae,NA,Dill cryptic virus 1
45661,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Banana bract mosaic virus
1685953,Viruses,NA,NA,NA,Flaviviridae,NA,Macrosiphum euphorbiae virus 1
2169985,Viruses,NA,NA,NA,Luteoviridae,Luteovirus,Barley yellow dwarf virus PAS
12238,Viruses,NA,NA,NA,Virgaviridae,Tobamovirus,Odontoglossum ringspot virus
112228,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Potexvirus,Hydrangea ringspot virus
1864623,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Uetakevirus,Enterobacter phage Tyrion
1887654,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Gordonia phage Terapin
1273747,Viruses,NA,NA,NA,NA,NA,Halovirus HCTV-2
2169866,Viruses,NA,NA,Tymovirales,Deltaflexiviridae,Deltaflexivirus,Soybean-associated deltaflexivirus 1
1127744,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. JS
2261,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus
2170233,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,Totivirus,Saccharomyces cerevisiae virus LBCLa
1923748,Viruses,NA,NA,NA,NA,NA,Wuhan poty-like virus 1
85454,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Potexvirus,Alternanthera mosaic virus
10366,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Muromegalovirus,Murid betaherpesvirus 1
12216,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Potato virus Y
1647300,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Luchador
728003,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,Cycloclasticus sp. PY97N
11103,Viruses,NA,NA,NA,Flaviviridae,Hepacivirus,Hepacivirus C
232800,Viruses,NA,NA,Picornavirales,Iflaviridae,Iflavirus,Varroa destructor virus 1
2072024,Viruses,NA,NA,NA,Baculoviridae,Betabaculovirus,Mocis latipes granulovirus
55510,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirus,Staphylococcus virus Twort
1985393,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Porcine associated gemycircularvirus 1
1384490,Viruses,NA,NA,NA,Endornaviridae,Alphaendornavirus,Basella alba alphaendornavirus 1
2170253,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Wizardvirus,Gordonia virus Twister6
1923727,Viruses,NA,NA,NA,NA,NA,Wuhan insect virus 23
1675862,Viruses,NA,NA,NA,Baculoviridae,Betabaculovirus,Diatraea saccharalis granulovirus
1150990,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Chivirus,Enterobacter phage Enc34
35243,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Ateline alphaherpesvirus 1
1511904,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Erythroparvovirus,Rodent erythroparvovirus 1
1712572,Viruses,Negarnaviricota,Ellioviricetes,Bunyavirales,Nairoviridae,Orthonairovirus,Yogue virus
1805950,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Wphvirus,Bacillus phage Nemo
1885919,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella sp. 141012304
11808,Viruses,NA,NA,Ortervirales,Retroviridae,Gammaretrovirus,Kirsten murine sarcoma virus
1323529,Viruses,NA,NA,NA,Partitiviridae,Betapartitivirus,Dill cryptic virus 2
2058778,Viruses,NA,NA,NA,Amalgaviridae,Amalgavirus,Allium cepa amalgavirus 1
1923255,Viruses,NA,NA,NA,NA,NA,Hubei tombus-like virus 1
1982882,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Camvirus,Streptomyces virus Amela
1650654,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella sp. LADL05-105
1307956,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Leucania separata nucleopolyhedrovirus
589918,Viruses,NA,NA,NA,Partitiviridae,Alphapartitivirus,Carrot cryptic virus
458639,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Bacillus phage 0305phi8-36
2340808,Viruses,NA,NA,NA,Endornaviridae,NA,Cluster bean endornavirus 1
400122,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Finch circovirus
265522,Viruses,NA,NA,NA,Polydnaviridae,Ichnovirus,Hyposoter fugitivus ichnovirus
1167690,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,Totivirus,Xanthophyllomyces dendrorhous virus L1A
1917232,Viruses,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Only Syngen Nebraska virus 5
39664,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus portucalensis
11866,Viruses,NA,NA,Ortervirales,Retroviridae,Alpharetrovirus,Avian myeloblastosis virus
2018312,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Sudan watermelon mosaic virus
1982225,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jenstvirus,Brevibacillus virus Jenst
1211643,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phicbkvirus,Caulobacter virus Rogue
1980923,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mieseafarmvirus,Ralstonia virus RSL1
869724,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Synechococcus phage S-RIM8 A.HR1
12436,Viruses,NA,NA,NA,NA,NA,Cucumber mosaic virus satellite RNA
12430,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Allexivirus,Garlic virus D
1567466,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Alvin
12177,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Potexvirus,Clover yellow mosaic virus
632112,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,NA,Lactobacillus virus Lb338-1
208013,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Agrotis ipsilon multiple nucleopolyhedrovirus
43130,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Onion yellow dwarf virus
42882,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Capillovirus,Cherry virus A
2560511,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Emalynvirus,Gordonia virus Troje
2527967,Bacteria,Planctomycetes,NA,NA,NA,NA,Planctomycetes bacterium HG66A1
201490,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Orbivirus,Equine encephalosis virus
2169705,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Anatolevirus,Propionibacterium virus B3
2507299,Viruses,Negarnaviricota,Monjiviricetes,Jingchuvirales,Chuviridae,Mivirus,Cockroach mivirus
1647471,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Gordonia phage GMA4
268748,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Tiamatvirus,Prochlorococcus virus PSSP7
50290,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Aotine betaherpesvirus 1
1051676,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Erwinia phage vB_EamM-Y2
229980,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum camini
12175,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Trichovirus,Apple chlorotic leaf spot virus
12172,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Shallot latent virus
12171,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Helenium virus S
12178,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Potexvirus,Cymbidium mosaic virus
1982595,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Luzseptimavirus,Pseudomonas virus KPP21
46342,Viruses,NA,NA,NA,Pospiviroidae,Apscaviroid,Grapevine yellow speckle viroid 2
33706,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,NA,Caviid betaherpesvirus 2
1737346,Viruses,NA,NA,NA,NA,NA,Apple hammerhead viroid-like circular RNA
2560497,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Emalynvirus,Gordonia virus GTE2
2560492,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Eyrevirus,Gordonia virus Eyre
754075,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Vibrio phage 11895-B1
35791,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia massiliae
215221,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter rhaeticus
2560266,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lokivirus,Acinetobacter virus IMEAB3
2560261,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Busanvirus,Acidovorax virus ACP17
319522,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Gordonia phage GTE5
1883365,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Synechococcus phage S-CAM22
1698711,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bronvirus,Mycobacterium phage Lolly9
335963,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Hippeastrum latent virus
2058779,Viruses,NA,NA,NA,Amalgaviridae,Amalgavirus,Allium cepa amalgavirus 2
1923718,Viruses,NA,NA,NA,Hypoviridae,NA,Wuhan insect virus 14
1458831,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Liefievirus,Mycobacterium phage Jolie2
331278,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Yersinia phage phiR1-37
674953,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,Trichomonasvirus,Trichomonas vaginalis virus 1
674954,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,Trichomonasvirus,Trichomonas vaginalis virus 2
571949,Eukaryota,Microsporidia,NA,NA,Unikaryonidae,Encephalitozoon,Encephalitozoon romaleae
150284,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Allexivirus,Garlic virus X
38172,Viruses,NA,NA,Picornavirales,Secoviridae,Nepovirus,Blueberry leaf mottle virus
53181,Viruses,NA,NA,NA,Tombusviridae,Betacarmovirus,Hibiscus chlorotic ringspot virus
2560590,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kojivirus,Microbacterium virus Golden
2560596,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pikminvirus,Microbacterium virus Pikmin
2560595,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Minunavirus,Microbacterium virus Min1
1229751,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Lactococcus phage BM13
1756993,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,Phytobacter,Phytobacter sp. SCO41
1327036,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium phage WIVsmall
12904,Viruses,NA,NA,NA,Pospiviroidae,Apscaviroid,Grapevine yellow speckle viroid 1
2560783,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Rimavirus,Strepomyces virus Drgrey
95342,Viruses,NA,NA,NA,Caliciviridae,Sapovirus,Sapporo virus
1340801,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,Rotavirus,Bat rotavirus
1815522,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Synechococcus phage S-WAM2
335797,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Stanholtvirus,Burkholderia phage KS9
1146875,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Turkey aviadenovirus B
2015370,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Bat mastadenovirus C
1985327,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Jiaodavirus,Klebsiella virus PKO111
1922893,Viruses,NA,NA,NA,NA,NA,Hubei endorna-like virus 1
1327981,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Cellulophaga phage phi10:1
2259647,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella sp. X13
1982097,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Abidjanvirus,Pseudomonas virus Ab19
1982093,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Marvinvirus,Mycobacterium virus Mosmoris
591166,Viruses,NA,NA,NA,Amalgaviridae,Amalgavirus,Southern tomato virus
431893,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirus,Burkholderia virus phiE202
145263,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter marburgensis
2560434,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Iapetusvirus,Erwinia virus EaH1
298338,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,NA,Lactobacillus virus LP65
754044,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Loktanella phage pCB2051-A
754042,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Synechococcus phage S-SKS1
2560501,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Gustavvirus,Gordonia virus Gustav
1285595,Viruses,NA,NA,NA,Hytrosaviridae,Muscavirus,Musca hytrovirus
11008,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,Totivirus,Saccharomyces cerevisiae virus L-A
1224749,Bacteria,Firmicutes,Bacilli,Bacillales,NA,Exiguobacterium,Exiguobacterium sp. ZWU0009
33763,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Peanut mottle virus
2614801,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus sp. 'AMD consortium'
2170039,Viruses,NA,NA,Picornavirales,Secoviridae,Nepovirus,Potato virus U
1538550,Viruses,NA,NA,NA,NA,NA,Ethiopian tobacco bushy top virus satellite RNA
1327948,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Chy5
1176484,Viruses,NA,NA,NA,Caliciviridae,Vesivirus,Canine vesivirus
1755588,Viruses,NA,NA,Picornavirales,Picornaviridae,Sicinivirus,Sicinivirus A
1406779,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,NA,Acinetobacter phage Petty
1921825,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,NA,Saccharomyces kudriavzevii virus L-A1
12198,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Clover yellow vein virus
79918,Viruses,NA,NA,NA,Virgaviridae,Pomovirus,Broad bean necrosis virus
2560848,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Sanovirus,Xylella virus Sano
1718600,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus,Mycobacterium phage Mufasa
198112,Viruses,NA,NA,Picornavirales,Iflaviridae,Iflavirus,Deformed wing virus
310749,Viruses,NA,NA,NA,Endornaviridae,Alphaendornavirus,Vicia faba alphaendornavirus
11520,Viruses,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Betainfluenzavirus,Influenza B virus
1550241,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum uzonense
198589,Viruses,NA,NA,NA,NA,NA,Beet western yellows ST9 associated virus
40279,Viruses,NA,NA,NA,Tombusviridae,Panicovirus,Panicum mosaic virus
1109713,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Rhodococcus phage REQ2
1776293,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,NA,Bacillus phage Eldridge
1982901,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Acadianvirus,Mycobacterium virus Acadian
1774276,Viruses,NA,NA,NA,Endornaviridae,Alphaendornavirus,Hordeum vulgare alphaendornavirus
2560395,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Chunghsingvirus,Corynebacterium virus P1201
1987994,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,Agtrevirus,Shigella virus AG3
1586715,Viruses,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Yellowstone lake phycodnavirus 3
114922,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Carrot thin leaf virus
245685,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tlsvirus,Escherichia virus TLS
1982153,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Gordonvirus,Arthrobacter virus Captnmurica
262968,Viruses,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Singapore grouper iridovirus
551003,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Passiflora chlorosis virus
489830,Viruses,NA,NA,NA,Baculoviridae,Betabaculovirus,Helicoverpa armigera granulovirus
756276,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,NA,Synechococcus phage S-CBP3
253702,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Potexvirus,Opuntia virus X
2315809,Viruses,NA,NA,Picornavirales,Iflaviridae,NA,Yongsan iflavirus 1
1838062,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Gordonia phage Blueberry
1698417,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage Pioneer
1157948,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga sp. 2812B
1922900,Viruses,NA,NA,NA,NA,NA,Hubei leech virus 2
1154689,Viruses,Dividoviricota,Laserviricetes,Halopanivirales,Sphaerolipoviridae,Alphasphaerolipovirus,Haloarcula hispanica icosahedral virus 2
2560761,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus,Shigella virus Sf24
1211417,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,NA,uncultured crAssphage
28871,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,Taterapox virus
130308,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus E
2560305,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Marthavirus,Arthrobacter virus Piccoletto
2560685,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Otagovirus,Pseudomonas virus VCM
1027253,Viruses,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae,NA,Stenotrophomonas phage phiSHP2
453050,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Sweet potato virus 2
1674923,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. 2319x1
345585,Viruses,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Chloriridovirus,Invertebrate iridescent virus 30
1340822,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus,Mycobacterium phage Daenerys
1983736,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bignuzvirus,Mycobacterium virus Bignuz
1654883,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Salmonella phage 19
1980612,Viruses,Negarnaviricota,Ellioviricetes,Bunyavirales,Phenuiviridae,Phasivirus,Wutai mosquito phasivirus
644007,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Streptococcus phage PH10
1327770,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage HINdeR
1921546,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Septimatrevirus,Pseudomonas virus Kakheti25
185955,Viruses,NA,NA,NA,Virgaviridae,Tobamovirus,Hibiscus latent Singapore virus
1647474,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Gordonia phage GTE6
1982285,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus PHL112N00
1701810,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Citrobacter phage Margaery
537874,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Streptococcus phage PH15
279303,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Actinoplanes phage phiAsp2
1982308,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus Wizzo
1391430,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus,Mycobacterium phage CloudWang3
447909,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Geobacillus virus E2
2065215,Viruses,Nucleocytoviricota,Megaviricetes,Pimascovirales,Ascoviridae,Toursvirus,Diadromus pulchellus toursvirus
2560642,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Perigonia lusca nucleopolyhedrovirus
1105106,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia philipii
1816485,Viruses,NA,NA,NA,Narnaviridae,Mitovirus,Cronartium ribicola mitovirus 2
190065,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Fowl aviadenovirus E
40282,Viruses,NA,NA,NA,Hypoviridae,Hypovirus,Cryphonectria hypovirus 2
1416026,Viruses,NA,NA,NA,Virgaviridae,Tobamovirus,Yellow tailflower mild mottle virus
2560847,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Sanovirus,Xylella virus Salvo
1982357,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pamexvirus,Pseudomonas virus PaMx28
2052563,Viruses,NA,NA,NA,Narnaviridae,Mitovirus,Erysiphe necator mitovirus 3
1490057,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus sp. B7M1
1983751,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Reyvirus,Mycobacterium virus Rey
1586714,Viruses,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,Yellowstone lake phycodnavirus 2
1920128,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,Enterobacteriaceae bacterium ENNIH3
2560689,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Chakrabartyvirus,Pseudomonas virus pf16
2560775,Viruses,NA,NA,NA,Botourmiaviridae,Scleroulivirus,Soybean scleroulivirus 2
166921,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Lymantria xylina nucleopolyhedrovirus
1982292,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus PHL141N00
35281,Viruses,NA,NA,NA,Virgaviridae,Tobamovirus,Paprika mild mottle virus
445693,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,NA,Cyanophage NATL1A-7
