GO_term	namespace	depth	name
GO:2000806	biological_process	13	positive_regulation_of_termination_of_RNA_polymerase_II_transcription_poly(A)-coupled
GO:1900691	biological_process	8	positive_regulation_of_gliotoxin_biosynthetic_process
GO:2001310	biological_process	8	gliotoxin_biosynthetic_process
GO:0032909	biological_process	8	regulation_of_transforming_growth_factor_beta2_production
GO:0019081	biological_process	4	viral_translation
GO:0036124	biological_process	12	histone_H3-K9_trimethylation
GO:0030579	biological_process	9	ubiquitin-dependent_SMAD_protein_catabolic_process
GO:0060061	biological_process	3	Spemann_organizer_formation
GO:0061951	biological_process	7	establishment_of_protein_localization_to_plasma_membrane
GO:0045993	biological_process	10	negative_regulation_of_translational_initiation_by_iron
GO:0140069	molecular_function	7	histone_butyryltransferase_activity
GO:0140067	biological_process	8	peptidyl-lysine_butyrylation
GO:0140066	biological_process	8	peptidyl-lysine_crotonylation
GO:0061921	biological_process	8	peptidyl-lysine_propionylation
GO:0140065	molecular_function	6	peptide_butyryltransferase_activity
GO:0061920	molecular_function	6	protein_propionyltransferase_activity
GO:0140068	molecular_function	7	histone_crotonyltransferase_activity
GO:0010603	biological_process	7	regulation_of_cytoplasmic_mRNA_processing_body_assembly
GO:0035065	biological_process	10	regulation_of_histone_acetylation
GO:0046986	biological_process	8	negative_regulation_of_hemoglobin_biosynthetic_process
GO:0102965	molecular_function	5	alcohol-forming_fatty_acyl-CoA_reductase_activity
GO:0030327	biological_process	8	prenylated_protein_catabolic_process
GO:0098967	biological_process	7	exocytic_insertion_of_neurotransmitter_receptor_to_postsynaptic_membrane
GO:0060434	biological_process	4	bronchus_morphogenesis
GO:0009404	biological_process	3	toxin_metabolic_process
GO:0021988	biological_process	3	olfactory_lobe_development
GO:0035721	biological_process	11	intraciliary_retrograde_transport
GO:0034695	biological_process	7	response_to_prostaglandin_E
GO:1905303	biological_process	9	positive_regulation_of_macropinocytosis
GO:0046548	biological_process	7	retinal_rod_cell_development
GO:1901300	biological_process	10	positive_regulation_of_hydrogen_peroxide-mediated_programmed_cell_death
GO:0042136	biological_process	5	neurotransmitter_biosynthetic_process
GO:0016036	biological_process	7	cellular_response_to_phosphate_starvation
GO:0003229	biological_process	7	ventricular_cardiac_muscle_tissue_development
GO:0008834	molecular_function	5	di-transpoly-cis-decaprenylcistransferase_activity
GO:1903432	biological_process	8	regulation_of_TORC1_signaling
GO:0045314	biological_process	10	regulation_of_compound_eye_photoreceptor_development
GO:0042461	biological_process	5	photoreceptor_cell_development
GO:0016024	biological_process	10	CDP-diacylglycerol_biosynthetic_process
GO:0060623	biological_process	7	regulation_of_chromosome_condensation
GO:0014807	biological_process	6	regulation_of_somitogenesis
GO:0008318	molecular_function	5	protein_prenyltransferase_activity
GO:0031401	biological_process	8	positive_regulation_of_protein_modification_process
GO:0016340	biological_process	5	calcium-dependent_cell-matrix_adhesion
GO:0009584	biological_process	6	detection_of_visible_light
GO:0048794	biological_process	4	swim_bladder_development
GO:0008886	molecular_function	5	glyceraldehyde-3-phosphate_dehydrogenase_(NADP+)_(non-phosphorylating)_activity
GO:0050713	biological_process	11	negative_regulation_of_interleukin-1_beta_secretion
GO:0097400	biological_process	7	interleukin-17-mediated_signaling_pathway
GO:0042429	biological_process	6	serotonin_catabolic_process
GO:0060304	biological_process	8	regulation_of_phosphatidylinositol_dephosphorylation
GO:0008409	molecular_function	6	5-3_exonuclease_activity
GO:1905938	biological_process	6	positive_regulation_of_germ_cell_proliferation
GO:0032501	biological_process	1	multicellular_organismal_process
GO:0034770	biological_process	11	histone_H4-K20_methylation
GO:0009063	biological_process	7	cellular_amino_acid_catabolic_process
GO:1905941	biological_process	6	positive_regulation_of_gonad_development
GO:2000317	biological_process	8	negative_regulation_of_T-helper_17_type_immune_response
GO:0060160	biological_process	7	negative_regulation_of_dopamine_receptor_signaling_pathway
GO:1902278	biological_process	9	positive_regulation_of_pancreatic_amylase_secretion
GO:0052745	molecular_function	6	inositol_phosphate_phosphatase_activity
GO:0071376	biological_process	8	cellular_response_to_corticotropin-releasing_hormone_stimulus
GO:0003256	biological_process	12	regulation_of_transcription_from_RNA_polymerase_II_promoter_involved_in_myocardial_precursor_cell_differentiation
GO:0042026	biological_process	3	protein_refolding
GO:0048132	biological_process	6	female_germ-line_stem_cell_asymmetric_division
GO:0001848	molecular_function	3	complement_binding
GO:0033595	biological_process	7	response_to_genistein
GO:1902960	biological_process	11	negative_regulation_of_aspartic-type_endopeptidase_activity_involved_in_amyloid_precursor_protein_catabolic_process
GO:0001922	biological_process	8	B-1_B_cell_homeostasis
GO:0036508	biological_process	9	protein_alpha-12-demannosylation
GO:0019841	molecular_function	5	retinol_binding
GO:0002903	biological_process	10	negative_regulation_of_B_cell_apoptotic_process
GO:0061513	molecular_function	9	glucose_6-phosphate:inorganic_phosphate_antiporter_activity
GO:0033135	biological_process	9	regulation_of_peptidyl-serine_phosphorylation
GO:0007472	biological_process	7	wing_disc_morphogenesis
GO:0035701	biological_process	5	hematopoietic_stem_cell_migration
GO:1901727	biological_process	11	positive_regulation_of_histone_deacetylase_activity
GO:0061002	biological_process	12	negative_regulation_of_dendritic_spine_morphogenesis
GO:0070550	biological_process	8	rDNA_condensation
GO:0043567	biological_process	6	regulation_of_insulin-like_growth_factor_receptor_signaling_pathway
GO:1903436	biological_process	8	regulation_of_mitotic_cytokinetic_process
GO:0046970	molecular_function	7	NAD-dependent_histone_deacetylase_activity_(H4-K16_specific)
GO:0031424	biological_process	2	keratinization
GO:0032611	biological_process	7	interleukin-1_beta_production
GO:0060534	biological_process	5	trachea_cartilage_development
GO:0002033	biological_process	9	angiotensin-mediated_vasodilation_involved_in_regulation_of_systemic_arterial_blood_pressure
GO:0097531	biological_process	7	mast_cell_migration
GO:0002168	biological_process	5	instar_larval_development
GO:1902946	biological_process	7	protein_localization_to_early_endosome
GO:0060058	biological_process	10	positive_regulation_of_apoptotic_process_involved_in_mammary_gland_involution
GO:1905653	biological_process	7	positive_regulation_of_artery_morphogenesis
GO:0004977	molecular_function	6	melanocortin_receptor_activity
GO:0060591	biological_process	4	chondroblast_differentiation
GO:0098532	biological_process	12	histone_H3-K27_trimethylation
GO:0021602	biological_process	3	cranial_nerve_morphogenesis
GO:0043622	biological_process	8	cortical_microtubule_organization
GO:0006210	biological_process	9	thymine_catabolic_process
GO:1904398	biological_process	7	positive_regulation_of_neuromuscular_junction_development
GO:0010992	biological_process	5	ubiquitin_recycling
GO:0017085	biological_process	4	response_to_insecticide
GO:0034626	biological_process	11	fatty_acid_elongation_polyunsaturated_fatty_acid
GO:0002094	molecular_function	5	polyprenyltransferase_activity
GO:1904031	biological_process	11	positive_regulation_of_cyclin-dependent_protein_kinase_activity
GO:0039695	biological_process	5	DNA-templated_viral_transcription
GO:0009912	biological_process	6	auditory_receptor_cell_fate_commitment
GO:0045836	biological_process	8	positive_regulation_of_meiotic_nuclear_division
GO:0086003	biological_process	5	cardiac_muscle_cell_contraction
GO:0046935	molecular_function	5	1-phosphatidylinositol-3-kinase_regulator_activity
GO:0060330	biological_process	7	regulation_of_response_to_interferon-gamma
GO:0072570	molecular_function	4	ADP-D-ribose_binding
GO:0034625	biological_process	11	fatty_acid_elongation_monounsaturated_fatty_acid
GO:0071442	biological_process	12	positive_regulation_of_histone_H3-K14_acetylation
GO:0070446	biological_process	9	negative_regulation_of_oligodendrocyte_progenitor_proliferation
GO:1990173	biological_process	7	protein_localization_to_nucleoplasm
GO:0051798	biological_process	6	positive_regulation_of_hair_follicle_development
GO:0061433	biological_process	6	cellular_response_to_caloric_restriction
GO:0035067	biological_process	11	negative_regulation_of_histone_acetylation
GO:0006873	biological_process	6	cellular_ion_homeostasis
GO:0007009	biological_process	5	plasma_membrane_organization
GO:0019346	biological_process	10	transsulfuration
GO:0046660	biological_process	4	female_sex_differentiation
GO:0048478	biological_process	10	replication_fork_protection
GO:0035360	biological_process	7	positive_regulation_of_peroxisome_proliferator_activated_receptor_signaling_pathway
GO:0004020	molecular_function	5	adenylylsulfate_kinase_activity
GO:0032792	biological_process	12	negative_regulation_of_CREB_transcription_factor_activity
GO:0070671	biological_process	5	response_to_interleukin-12
GO:0140112	biological_process	4	extracellular_vesicle_biogenesis
GO:0007455	biological_process	7	eye-antennal_disc_morphogenesis
GO:0008308	molecular_function	8	voltage-gated_anion_channel_activity
GO:0003160	biological_process	3	endocardium_morphogenesis
GO:0006404	biological_process	8	RNA_import_into_nucleus
GO:0016411	molecular_function	6	acylglycerol_O-acyltransferase_activity
GO:0006007	biological_process	7	glucose_catabolic_process
GO:0009070	biological_process	9	serine_family_amino_acid_biosynthetic_process
GO:0052857	molecular_function	4	NADPHX_epimerase_activity
GO:0072537	biological_process	3	fibroblast_activation
GO:0046666	biological_process	5	retinal_cell_programmed_cell_death
GO:0044774	biological_process	8	mitotic_DNA_integrity_checkpoint
GO:0035173	molecular_function	6	histone_kinase_activity
GO:1905165	biological_process	9	regulation_of_lysosomal_protein_catabolic_process
GO:0150012	biological_process	10	positive_regulation_of_neuron_projection_arborization
GO:0010961	biological_process	9	cellular_magnesium_ion_homeostasis
GO:0032451	molecular_function	2	demethylase_activity
GO:0045084	biological_process	9	positive_regulation_of_interleukin-12_biosynthetic_process
GO:0004486	molecular_function	5	methylenetetrahydrofolate_dehydrogenase_[NAD(P)+]_activity
GO:0031081	biological_process	7	nuclear_pore_distribution
GO:1990518	molecular_function	11	single-stranded_3-5_DNA_helicase_activity
GO:0060402	biological_process	12	calcium_ion_transport_into_cytosol
GO:0055092	biological_process	6	sterol_homeostasis
GO:0030492	molecular_function	3	hemoglobin_binding
GO:0060296	biological_process	8	regulation_of_cilium_beat_frequency_involved_in_ciliary_motility
GO:0034476	biological_process	11	U5_snRNA_3-end_processing
GO:2001150	biological_process	9	positive_regulation_of_dipeptide_transmembrane_transport
GO:0060763	biological_process	4	mammary_duct_terminal_end_bud_growth
GO:0102391	molecular_function	7	decanoate-CoA_ligase_activity
GO:0086005	biological_process	7	ventricular_cardiac_muscle_cell_action_potential
GO:0090027	biological_process	10	negative_regulation_of_monocyte_chemotaxis
GO:0010155	biological_process	8	regulation_of_proton_transport
GO:0033857	molecular_function	5	diphosphoinositol-pentakisphosphate_kinase_activity
GO:0102092	molecular_function	5	5-diphosphoinositol_pentakisphosphate_3-kinase_activity
GO:1990756	molecular_function	4	ubiquitin_ligase-substrate_adaptor_activity
GO:0102337	molecular_function	5	3-oxo-cerotoyl-CoA_synthase_activity
GO:0102338	molecular_function	5	3-oxo-lignoceronyl-CoA_synthase_activity
GO:0102336	molecular_function	5	3-oxo-arachidoyl-CoA_synthase_activity
GO:0102756	molecular_function	5	very-long-chain_3-ketoacyl-CoA_synthase_activity
GO:0042438	biological_process	6	melanin_biosynthetic_process
GO:0006207	biological_process	9	de_novo_pyrimidine_nucleobase_biosynthetic_process
GO:0070231	biological_process	7	T_cell_apoptotic_process
GO:1902445	biological_process	8	regulation_of_mitochondrial_membrane_permeability_involved_in_programmed_necrotic_cell_death
GO:0019367	biological_process	10	fatty_acid_elongation_saturated_fatty_acid
GO:0071374	biological_process	6	cellular_response_to_parathyroid_hormone_stimulus
GO:0003344	biological_process	6	pericardium_morphogenesis
GO:0010965	biological_process	9	regulation_of_mitotic_sister_chromatid_separation
GO:0033089	biological_process	10	positive_regulation_of_T_cell_differentiation_in_thymus
GO:0042180	biological_process	3	cellular_ketone_metabolic_process
GO:0019483	biological_process	8	beta-alanine_biosynthetic_process
GO:0004143	molecular_function	5	diacylglycerol_kinase_activity
GO:2000825	biological_process	12	positive_regulation_of_androgen_receptor_activity
GO:1901046	biological_process	5	positive_regulation_of_oviposition
GO:0042428	biological_process	5	serotonin_metabolic_process
GO:0004591	molecular_function	5	oxoglutarate_dehydrogenase_(succinyl-transferring)_activity
GO:0042816	biological_process	5	vitamin_B6_metabolic_process
GO:0036353	biological_process	13	histone_H2A-K119_monoubiquitination
GO:0048732	biological_process	4	gland_development
GO:0060561	biological_process	6	apoptotic_process_involved_in_morphogenesis
GO:0043578	biological_process	6	nuclear_matrix_organization
GO:1903723	biological_process	12	negative_regulation_of_centriole_elongation
GO:0000971	biological_process	9	tRNA_exon_ligation_utilizing_23_cyclic_phosphate_of_5-exon_as_source_of_linkage_phosphate
GO:0052866	molecular_function	6	phosphatidylinositol_phosphate_phosphatase_activity
GO:0051574	biological_process	11	positive_regulation_of_histone_H3-K9_methylation
GO:0032137	molecular_function	7	guanine_thymine_mispair_binding
GO:0046620	biological_process	5	regulation_of_organ_growth
GO:0002904	biological_process	10	positive_regulation_of_B_cell_apoptotic_process
GO:0030283	molecular_function	6	testosterone_dehydrogenase_[NAD(P)]_activity
GO:0071207	molecular_function	6	histone_pre-mRNA_stem-loop_binding
GO:0005501	molecular_function	4	retinoid_binding
GO:0016515	molecular_function	5	interleukin-13_receptor_activity
GO:0034140	biological_process	9	negative_regulation_of_toll-like_receptor_3_signaling_pathway
GO:1903142	biological_process	9	positive_regulation_of_establishment_of_endothelial_barrier
GO:0048696	biological_process	11	regulation_of_collateral_sprouting_in_absence_of_injury
GO:0060399	biological_process	7	positive_regulation_of_growth_hormone_receptor_signaling_pathway
GO:0032754	biological_process	8	positive_regulation_of_interleukin-5_production
GO:0048712	biological_process	10	negative_regulation_of_astrocyte_differentiation
GO:0070669	biological_process	5	response_to_interleukin-2
GO:0045175	biological_process	4	basal_protein_localization
GO:0002679	biological_process	3	respiratory_burst_involved_in_defense_response
GO:0048633	biological_process	9	positive_regulation_of_skeletal_muscle_tissue_growth
GO:0004357	molecular_function	5	glutamate-cysteine_ligase_activity
GO:0097094	biological_process	3	craniofacial_suture_morphogenesis
GO:1905698	biological_process	5	positive_regulation_of_polysome_binding
GO:1904973	biological_process	6	positive_regulation_of_viral_translation
GO:0033681	molecular_function	10	3-5_DNA_RNA_helicase_activity
GO:0023030	molecular_function	6	MHC_class_Ib_protein_binding_via_antigen_binding_groove
GO:0035136	biological_process	5	forelimb_morphogenesis
GO:0060039	biological_process	5	pericardium_development
GO:0033387	biological_process	10	putrescine_biosynthetic_process_from_ornithine
GO:0034338	molecular_function	5	short-chain_carboxylesterase_activity
GO:0060836	biological_process	6	lymphatic_endothelial_cell_differentiation
GO:0060562	biological_process	5	epithelial_tube_morphogenesis
GO:0120012	biological_process	7	intermembrane_sphingolipid_transfer
GO:0120017	molecular_function	5	ceramide_transfer_activity
GO:1900260	biological_process	10	negative_regulation_of_RNA-directed_5-3_RNA_polymerase_activity
GO:1902570	biological_process	7	protein_localization_to_nucleolus
GO:0016080	biological_process	3	synaptic_vesicle_targeting
GO:0097581	biological_process	6	lamellipodium_organization
GO:0000995	molecular_function	3	RNA_polymerase_III_general_transcription_initiation_factor_activity
GO:0039534	biological_process	9	negative_regulation_of_MDA-5_signaling_pathway
GO:0016168	molecular_function	4	chlorophyll_binding
GO:0036066	biological_process	9	protein_O-linked_fucosylation
GO:2000617	biological_process	12	positive_regulation_of_histone_H3-K9_acetylation
GO:0099171	biological_process	7	presynaptic_modulation_of_chemical_synaptic_transmission
GO:0002725	biological_process	9	negative_regulation_of_T_cell_cytokine_production
GO:0035138	biological_process	5	pectoral_fin_morphogenesis
GO:0050917	biological_process	7	sensory_perception_of_umami_taste
GO:0006084	biological_process	11	acetyl-CoA_metabolic_process
GO:1903606	biological_process	6	cytochrome_c_metabolic_process
GO:0006499	biological_process	9	N-terminal_protein_myristoylation
GO:0006552	biological_process	9	leucine_catabolic_process
GO:0045446	biological_process	5	endothelial_cell_differentiation
GO:0004487	molecular_function	6	methylenetetrahydrofolate_dehydrogenase_(NAD+)_activity
GO:0002058	molecular_function	5	uracil_binding
GO:0003253	biological_process	7	cardiac_neural_crest_cell_migration_involved_in_outflow_tract_morphogenesis
GO:0009374	molecular_function	6	biotin_binding
GO:1902110	biological_process	10	positive_regulation_of_mitochondrial_membrane_permeability_involved_in_apoptotic_process
GO:0061036	biological_process	6	positive_regulation_of_cartilage_development
GO:0060043	biological_process	9	regulation_of_cardiac_muscle_cell_proliferation
GO:0030538	biological_process	5	embryonic_genitalia_morphogenesis
GO:0034240	biological_process	7	negative_regulation_of_macrophage_fusion
GO:0045886	biological_process	8	negative_regulation_of_synaptic_growth_at_neuromuscular_junction
GO:0010827	biological_process	6	regulation_of_glucose_transmembrane_transport
GO:1900176	biological_process	13	negative_regulation_of_nodal_signaling_pathway_involved_in_determination_of_lateral_mesoderm_left_right_asymmetry
GO:0035743	biological_process	8	CD4-positive_alpha-beta_T_cell_cytokine_production
GO:2000516	biological_process	10	positive_regulation_of_CD4-positive_alpha-beta_T_cell_activation
GO:0010044	biological_process	5	response_to_aluminum_ion
GO:0061308	biological_process	6	cardiac_neural_crest_cell_development_involved_in_heart_development
GO:0015867	biological_process	9	ATP_transport
GO:0004738	molecular_function	4	pyruvate_dehydrogenase_activity
GO:0022602	biological_process	2	ovulation_cycle_process
GO:0060547	biological_process	6	negative_regulation_of_necrotic_cell_death
GO:0061883	biological_process	8	clathrin-dependent_endocytosis_involved_in_vitellogenesis
GO:0003428	biological_process	5	chondrocyte_intercalation_involved_in_growth_plate_cartilage_morphogenesis
GO:0071048	biological_process	6	nuclear_retention_of_unspliced_pre-mRNA_at_the_site_of_transcription
GO:0072061	biological_process	5	inner_medullary_collecting_duct_development
GO:0007446	biological_process	4	imaginal_disc_growth
GO:0015186	molecular_function	9	L-glutamine_transmembrane_transporter_activity
GO:0006868	biological_process	10	glutamine_transport
GO:0035621	biological_process	7	ER_to_Golgi_ceramide_transport
GO:0045714	biological_process	7	regulation_of_low-density_lipoprotein_particle_receptor_biosynthetic_process
GO:0050880	biological_process	6	regulation_of_blood_vessel_diameter
GO:0042625	molecular_function	6	ATPase-coupled_ion_transmembrane_transporter_activity
GO:0048665	biological_process	4	neuron_fate_specification
GO:0030275	molecular_function	4	LRR_domain_binding
GO:0042536	biological_process	10	negative_regulation_of_tumor_necrosis_factor_biosynthetic_process
GO:1904017	biological_process	5	cellular_response_to_Thyroglobulin_triiodothyronine
GO:0034773	biological_process	12	histone_H4-K20_trimethylation
GO:0001573	biological_process	8	ganglioside_metabolic_process
GO:0097238	biological_process	6	cellular_response_to_methylglyoxal
GO:0017017	molecular_function	8	MAP_kinase_tyrosine_serine_threonine_phosphatase_activity
GO:0043795	molecular_function	4	glyceraldehyde_oxidoreductase_activity
GO:0098616	molecular_function	6	selenate_adenylyltransferase_(ATP)_activity
GO:0060125	biological_process	10	negative_regulation_of_growth_hormone_secretion
GO:0035809	biological_process	4	regulation_of_urine_volume
GO:0090312	biological_process	9	positive_regulation_of_protein_deacetylation
GO:0017128	molecular_function	4	phospholipid_scramblase_activity
GO:0071316	biological_process	4	cellular_response_to_nicotine
GO:0034465	biological_process	4	response_to_carbon_monoxide
GO:0032042	biological_process	7	mitochondrial_DNA_metabolic_process
GO:0071076	biological_process	9	RNA_3_uridylation
GO:0051211	biological_process	3	anisotropic_cell_growth
GO:0030886	biological_process	7	negative_regulation_of_myeloid_dendritic_cell_activation
GO:0061752	molecular_function	5	telomeric_repeat-containing_RNA_binding
GO:1902389	biological_process	8	ceramide_1-phosphate_transport
GO:1902387	molecular_function	5	ceramide_1-phosphate_binding
GO:1902388	molecular_function	6	ceramide_1-phosphate_transfer_activity
GO:0018931	biological_process	5	naphthalene_metabolic_process
GO:0016709	molecular_function	4	oxidoreductase_activity_acting_on_paired_donors_with_incorporation_or_reduction_of_molecular_oxygen_NAD(P)H_as_one_donor_and_incorporation_of_one_atom_of_oxygen
GO:2001186	biological_process	10	negative_regulation_of_CD8-positive_alpha-beta_T_cell_activation
GO:2000347	biological_process	7	positive_regulation_of_hepatocyte_proliferation
GO:0048219	biological_process	7	inter-Golgi_cisterna_vesicle-mediated_transport
GO:2000466	biological_process	6	negative_regulation_of_glycogen_(starch)_synthase_activity
GO:0031585	biological_process	10	regulation_of_inositol_145-trisphosphate-sensitive_calcium-release_channel_activity
GO:0099509	biological_process	11	regulation_of_presynaptic_cytosolic_calcium_ion_concentration
GO:1903724	biological_process	12	positive_regulation_of_centriole_elongation
GO:0016501	molecular_function	8	prostacyclin_receptor_activity
GO:0043271	biological_process	6	negative_regulation_of_ion_transport
GO:0090646	biological_process	10	mitochondrial_tRNA_processing
GO:0004367	molecular_function	6	glycerol-3-phosphate_dehydrogenase_[NAD+]_activity
GO:0002669	biological_process	8	positive_regulation_of_T_cell_anergy
GO:0005143	molecular_function	5	interleukin-12_receptor_binding
GO:0033617	biological_process	9	mitochondrial_cytochrome_c_oxidase_assembly
GO:0003836	molecular_function	5	beta-galactoside_(CMP)_alpha-23-sialyltransferase_activity
GO:0006072	biological_process	6	glycerol-3-phosphate_metabolic_process
GO:0051353	biological_process	5	positive_regulation_of_oxidoreductase_activity
GO:1903892	biological_process	9	negative_regulation_of_ATF6-mediated_unfolded_protein_response
GO:0007465	biological_process	8	R7_cell_fate_commitment
GO:0071630	biological_process	10	nuclear_protein_quality_control_by_the_ubiquitin-proteasome_system
GO:0021990	biological_process	3	neural_plate_formation
GO:1900005	biological_process	11	positive_regulation_of_serine-type_endopeptidase_activity
GO:0001861	molecular_function	5	complement_component_C4b_receptor_activity
GO:0004877	molecular_function	5	complement_component_C3b_receptor_activity
GO:1904885	biological_process	6	beta-catenin_destruction_complex_assembly
GO:0045957	biological_process	8	negative_regulation_of_complement_activation_alternative_pathway
GO:1902224	biological_process	4	ketone_body_metabolic_process
GO:0034186	molecular_function	4	apolipoprotein_A-I_binding
GO:0031453	biological_process	11	positive_regulation_of_heterochromatin_assembly
GO:0001855	molecular_function	4	complement_component_C4b_binding
GO:0032273	biological_process	7	positive_regulation_of_protein_polymerization
GO:0045959	biological_process	11	negative_regulation_of_complement_activation_classical_pathway
GO:0035092	biological_process	8	sperm_chromatin_condensation
GO:1904781	biological_process	7	positive_regulation_of_protein_localization_to_centrosome
GO:0017110	molecular_function	6	nucleoside-diphosphatase_activity
GO:0060749	biological_process	3	mammary_gland_alveolus_development
GO:0051151	biological_process	7	negative_regulation_of_smooth_muscle_cell_differentiation
GO:0006145	biological_process	8	purine_nucleobase_catabolic_process
GO:0048743	biological_process	9	positive_regulation_of_skeletal_muscle_fiber_development
GO:1905406	biological_process	11	positive_regulation_of_mitotic_cohesin_loading
GO:0007127	biological_process	8	meiosis_I
GO:0070682	biological_process	8	proteasome_regulatory_particle_assembly
GO:0099558	biological_process	6	maintenance_of_synapse_structure
GO:0036462	biological_process	8	TRAIL-activated_apoptotic_signaling_pathway
GO:0098808	molecular_function	6	mRNA_cap_binding
GO:0035261	biological_process	5	external_genitalia_morphogenesis
GO:0036134	molecular_function	5	12-hydroxyheptadecatrienoic_acid_synthase_activity
GO:0006061	biological_process	9	sorbitol_biosynthetic_process
GO:0060841	biological_process	4	venous_blood_vessel_development
GO:0061072	biological_process	3	iris_morphogenesis
GO:1903215	biological_process	10	negative_regulation_of_protein_targeting_to_mitochondrion
GO:0072091	biological_process	5	regulation_of_stem_cell_proliferation
GO:0042626	molecular_function	5	ATPase-coupled_transmembrane_transporter_activity
GO:0007443	biological_process	7	Malpighian_tubule_morphogenesis
GO:0010863	biological_process	8	positive_regulation_of_phospholipase_C_activity
GO:0061789	biological_process	7	dense_core_granule_priming
GO:0004796	molecular_function	4	thromboxane-A_synthase_activity
GO:0090035	biological_process	7	positive_regulation_of_chaperone-mediated_protein_complex_assembly
GO:0010510	biological_process	11	regulation_of_acetyl-CoA_biosynthetic_process_from_pyruvate
GO:2000286	biological_process	8	receptor_internalization_involved_in_canonical_Wnt_signaling_pathway
GO:0002457	biological_process	3	T_cell_antigen_processing_and_presentation
GO:0042134	molecular_function	6	rRNA_primary_transcript_binding
GO:0090084	biological_process	6	negative_regulation_of_inclusion_body_assembly
GO:0006208	biological_process	8	pyrimidine_nucleobase_catabolic_process
GO:2000650	biological_process	10	negative_regulation_of_sodium_ion_transmembrane_transporter_activity
GO:0046060	biological_process	11	dATP_metabolic_process
GO:0016209	molecular_function	1	antioxidant_activity
GO:1903431	biological_process	7	positive_regulation_of_cell_maturation
GO:1904680	molecular_function	4	peptide_transmembrane_transporter_activity
GO:1905224	biological_process	6	clathrin-coated_pit_assembly
GO:0061741	biological_process	9	chaperone-mediated_protein_transport_involved_in_chaperone-mediated_autophagy
GO:0060376	biological_process	9	positive_regulation_of_mast_cell_differentiation
GO:0050650	biological_process	8	chondroitin_sulfate_proteoglycan_biosynthetic_process
GO:0030262	biological_process	6	apoptotic_nuclear_changes
GO:0046080	biological_process	11	dUTP_metabolic_process
GO:0071205	biological_process	5	protein_localization_to_juxtaparanode_region_of_axon
GO:1904455	molecular_function	6	ubiquitin-like_protein-specific_protease_activity
GO:1902231	biological_process	10	positive_regulation_of_intrinsic_apoptotic_signaling_pathway_in_response_to_DNA_damage
GO:0009838	biological_process	2	abscission
GO:1901611	molecular_function	5	phosphatidylglycerol_binding
GO:0008979	molecular_function	5	prophage_integrase_activity
GO:0042051	biological_process	7	compound_eye_photoreceptor_development
GO:0000722	biological_process	9	telomere_maintenance_via_recombination
GO:0048190	biological_process	6	wing_disc_dorsal_ventral_pattern_formation
GO:0045156	molecular_function	4	electron_transporter_transferring_electrons_within_the_cyclic_electron_transport_pathway_of_photosynthesis_activity
GO:0007430	biological_process	8	terminal_branching_open_tracheal_system
GO:0008594	biological_process	6	photoreceptor_cell_morphogenesis
GO:0097402	biological_process	5	neuroblast_migration
GO:0003032	biological_process	4	detection_of_oxygen
GO:2000619	biological_process	13	negative_regulation_of_histone_H4-K16_acetylation
GO:0035444	biological_process	9	nickel_cation_transmembrane_transport
GO:0010572	biological_process	9	positive_regulation_of_platelet_activation
GO:0044281	biological_process	2	small_molecule_metabolic_process
GO:2000481	biological_process	12	positive_regulation_of_cAMP-dependent_protein_kinase_activity
GO:0036492	biological_process	11	eiF2alpha_phosphorylation_in_response_to_endoplasmic_reticulum_stress
GO:0086097	biological_process	7	phospholipase_C-activating_angiotensin-activated_signaling_pathway
GO:0051695	biological_process	12	actin_filament_uncapping
GO:0072318	biological_process	9	clathrin_coat_disassembly
GO:0048134	biological_process	3	germ-line_cyst_formation
GO:0070080	molecular_function	4	titin_Z_domain_binding
GO:0006144	biological_process	7	purine_nucleobase_metabolic_process
GO:0061587	biological_process	12	transfer_RNA_gene-mediated_silencing
GO:0097022	biological_process	8	lymphocyte_migration_into_lymph_node
GO:0007006	biological_process	6	mitochondrial_membrane_organization
GO:0034191	molecular_function	5	apolipoprotein_A-I_receptor_binding
GO:0015014	biological_process	7	heparan_sulfate_proteoglycan_biosynthetic_process_polysaccharide_chain_biosynthetic_process
GO:0040025	biological_process	5	vulval_development
GO:1901585	biological_process	10	regulation_of_acid-sensing_ion_channel_activity
GO:0033691	molecular_function	5	sialic_acid_binding
GO:0021517	biological_process	3	ventral_spinal_cord_development
GO:0004723	molecular_function	8	calcium-dependent_protein_serine_threonine_phosphatase_activity
GO:0060948	biological_process	6	cardiac_vascular_smooth_muscle_cell_development
GO:0071837	molecular_function	4	HMG_box_domain_binding
GO:1905259	biological_process	10	negative_regulation_of_nitrosative_stress-induced_intrinsic_apoptotic_signaling_pathway
GO:0008253	molecular_function	7	5-nucleotidase_activity
GO:0032693	biological_process	8	negative_regulation_of_interleukin-10_production
GO:0019777	molecular_function	4	Atg12_transferase_activity
GO:0009142	biological_process	8	nucleoside_triphosphate_biosynthetic_process
GO:0070868	biological_process	7	heterochromatin_organization_involved_in_chromatin_silencing
GO:0006798	biological_process	6	polyphosphate_catabolic_process
GO:0002587	biological_process	7	negative_regulation_of_antigen_processing_and_presentation_of_peptide_antigen_via_MHC_class_II
GO:0006214	biological_process	10	thymidine_catabolic_process
GO:0030705	biological_process	5	cytoskeleton-dependent_intracellular_transport
GO:0071264	biological_process	11	positive_regulation_of_translational_initiation_in_response_to_starvation
