taxid	domain	phylum	class	order	family	genus	species	CRR119890_read_counts	CRR119890_perc_of_reads	CRR119891_read_counts	CRR119891_perc_of_reads	CRR119892_read_counts	CRR119892_perc_of_reads	CRR119893_read_counts	CRR119893_perc_of_reads	CRR125445_read_counts	CRR125445_perc_of_reads	CRR125446_read_counts	CRR125446_perc_of_reads
1851395	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. Chiba101	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
1851505	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Cyanobium	Cyanobium sp. NIES-981	19	0.00092386	23	0.001120828	32	0.001549453	27	0.001511974	11	0.001014312	25	0.001707468
1851544	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Orrella	Orrella dioscoreae	7	0.000340369	1	4.87E-05	1	4.84E-05	0	0	1	9.22E-05	2	0.000136597
1852022	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Roseitalea	Roseitalea porphyridii	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
1852373	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella vaginalis	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
1852374	Bacteria	Firmicutes	Tissierellia	NA	NA	Ezakiella	Ezakiella massiliensis	1	4.86E-05	1	4.87E-05	0	0	0	0	1	9.22E-05	2	0.000136597
1853130	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas silesiensis	2	9.72E-05	1	4.87E-05	2	9.68E-05	2	0.000111998	0	0	0	0
1853232	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	NA	NA	0	0	0	0	1	4.84E-05	1	5.60E-05	1	9.22E-05	1	6.83E-05
1853278	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria chenwenguii	15	0.000729363	32	0.001559413	47	0.002275759	29	0.001623972	51	0.004702719	59	0.004029625
1854057	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. AA22	4	0.000194497	0	0	0	0	0	0	0	0	0	0
1855336	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. KT25b	3	0.000145873	4	0.000194927	14	0.000677886	11	0.000615989	1	9.22E-05	3	0.000204896
1855352	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. TLI_053	70	0.003403694	49	0.002387851	66	0.003195747	61	0.003415941	23	0.002120834	41	0.002800248
1855380	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. Z003-0.4C(8344-21)	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
1855519	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. EP60837	0	0	1	4.87E-05	1	4.84E-05	0	0	0	0	1	6.83E-05
1855726	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. KK1	4	0.000194497	1	4.87E-05	1	4.84E-05	5	0.000279995	4	0.000368841	0	0
1855823	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus canis	12	0.00058349	13	0.000633512	4	0.000193682	10	0.00055999	5	0.000461051	5	0.000341494
1855912	Bacteria	Acidobacteria	Vicinamibacteria	NA	Vicinamibacteraceae	Luteitalea	Luteitalea pratensis	5	0.000243121	5	0.000243658	3	0.000145261	5	0.000279995	1	9.22E-05	6	0.000409792
1856685	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. TCU-HL1	4	0.000194497	6	0.00029239	6	0.000290522	9	0.000503991	1	9.22E-05	0	0
1857843	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	NA	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1858609	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. T1	1	4.86E-05	0	0	1	4.84E-05	0	0	24	0.002213044	19	0.001297676
1860122	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Halothiobacillus	Halothiobacillus sp. LS2	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	0	0
1862358	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium choanis	0	0	0	0	1	4.84E-05	0	0	2	0.00018442	0	0
1866325	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. MG	2	9.72E-05	1	4.87E-05	3	0.000145261	3	0.000167997	0	0	0	0
1866885	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	NA	0	0	9	0.000438585	2	9.68E-05	0	0	1	9.22E-05	0	0
1867715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea sp. Tri-49	11	0.000534866	10	0.000487317	4	0.000193682	31	0.00173597	3	0.000276631	7	0.000478091
1867719	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium zundukense	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
1867846	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella clemsonensis	1	4.86E-05	3	0.000146195	1	4.84E-05	1	5.60E-05	17	0.001567573	21	0.001434273
1868135	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. HK169	1	4.86E-05	2	9.75E-05	2	9.68E-05	3	0.000167997	3	0.000276631	4	0.000273195
1868325	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp. CIB 2401	0	0	1	4.87E-05	1	4.84E-05	0	0	0	0	0	0
1868589	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	Phreatobacter	Phreatobacter cathodiphilus	0	0	3	0.000146195	5	0.000242102	7	0.000391993	6	0.000553261	7	0.000478091
1869170	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. S41	0	0	1	4.87E-05	1	4.84E-05	0	0	3	0.000276631	0	0
1869241	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. CENA543	2	9.72E-05	1	4.87E-05	1	4.84E-05	1	5.60E-05	0	0	7	0.000478091
1870819	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. BIHB4019	3	0.000145873	4	0.000194927	1	4.84E-05	1	5.60E-05	4	0.000368841	7	0.000478091
1870984	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus mediterraneensis	8	0.000388994	9	0.000438585	5	0.000242102	3	0.000167997	9	0.000829892	2	0.000136597
1870985	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Arabia	Arabia massiliensis	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
1871021	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium phocaeense	1	4.86E-05	0	0	1	4.84E-05	1	5.60E-05	0	0	1	6.83E-05
1871022	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Libanicoccus	Libanicoccus massiliensis	0	0	1	4.87E-05	0	0	0	0	2	0.00018442	1	6.83E-05
1871025	Bacteria	Firmicutes	NA	NA	NA	Ndongobacter	Ndongobacter massiliensis	1	4.86E-05	0	0	1	4.84E-05	0	0	3	0.000276631	21	0.001434273
1871037	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	Flavobacteriaceae bacterium	5	0.000243121	4	0.000194927	9	0.000435784	9	0.000503991	0	0	2	0.000136597
1871047	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp.	1	4.86E-05	0	0	5	0.000242102	0	0	9	0.000829892	1	6.83E-05
1871111	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter defluvii	2	9.72E-05	0	0	1	4.84E-05	1	5.60E-05	0	0	2	0.000136597
1873524	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum	Halodesulfurarchaeum formicicum	0	0	0	0	0	0	0	0	1	9.22E-05	5	0.000341494
1873716	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp. CACIAM 19H1	2	9.72E-05	0	0	0	0	0	0	3	0.000276631	0	0
1874061	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. EG6	4	0.000194497	0	0	5	0.000242102	2	0.000111998	0	0	1	6.83E-05
1874317	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter salinus	1	4.86E-05	6	0.00029239	0	0	2	0.000111998	10	0.000922102	7	0.000478091
1874362	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter pinnipediorum	0	0	0	0	1	4.84E-05	2	0.000111998	8	0.000737681	3	0.000204896
1874630	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis	0	0	1	4.87E-05	0	0	0	0	0	0	4	0.000273195
1878935	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	7	0.000340369	10	0.000487317	9	0.000435784	2	0.000111998	13	0.001198732	20	0.001365975
1879049	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. WCHAc010034	2	9.72E-05	1	4.87E-05	1	4.84E-05	1	5.60E-05	0	0	1	6.83E-05
1879050	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter wuhouensis	1	4.86E-05	0	0	0	0	0	0	3	0.000276631	0	0
1881016	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter sp. MFA1 R4	0	0	1	4.87E-05	3	0.000145261	2	0.000111998	0	0	0	0
1881017	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. 7SR1	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
1882682	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga ossetica	0	0	0	0	3	0.000145261	1	5.60E-05	0	0	0	0
1882747	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	Afipia sp. GAS231	8	0.000388994	6	0.00029239	13	0.000629465	8	0.000447992	14	0.001290942	11	0.000751286
1882749	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus sp. GAS368	2	9.72E-05	4	0.000194927	5	0.000242102	5	0.000279995	1	9.22E-05	2	0.000136597
1882757	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 3214.6	7	0.000340369	8	0.000389853	18	0.000871567	12	0.000671988	4	0.000368841	5	0.000341494
1882831	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium sp. GAS474	2	9.72E-05	0	0	5	0.000242102	4	0.000223996	14	0.001290942	8	0.00054639
1882832	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA	Paenibacillaceae bacterium GAS479	0	0	0	0	1	4.84E-05	0	0	1	9.22E-05	1	6.83E-05
1882833	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	NA	Frankineae bacterium MT45	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
1883416	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. 1513	1	4.86E-05	1	4.87E-05	0	0	1	5.60E-05	0	0	0	0
1884913	Bacteria	Actinobacteria	Actinobacteria	Candidatus Nanopelagicales	Candidatus Nanopelagicaceae	Candidatus Planktophila	Candidatus Planktophila lacus	0	0	0	0	1	4.84E-05	0	0	1	9.22E-05	0	0
1888195	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus himalayensis	3	0.000145873	7	0.000341122	3	0.000145261	4	0.000223996	1	9.22E-05	0	0
1889813	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	Anaerolineaceae bacterium oral taxon 439	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
1890302	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus wiedmannii	6	0.000291745	2	9.75E-05	1	4.84E-05	4	0.000223996	1	9.22E-05	1	6.83E-05
1890424	Bacteria	Cyanobacteria	NA	Synechococcales	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0.000136597
1890426	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	NA	NA	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1891186	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio aphrogenes	1	4.86E-05	0	0	0	0	1	5.60E-05	1	9.22E-05	2	0.000136597
1891279	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira indica	0	0	0	0	4	0.000193682	2	0.000111998	0	0	0	0
1891644	Bacteria	Actinobacteria	Actinobacteria	Sporichthyales	Sporichthyaceae	Epidermidibacterium	Epidermidibacterium keratini	0	0	1	4.87E-05	0	0	0	0	0	0	1	6.83E-05
1891675	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea alhagi	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
1891926	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstia	Fuerstia marisgermanicae	1	4.86E-05	0	0	0	0	2	0.000111998	0	0	0	0
1892252	Bacteria	Cyanobacteria	NA	Oscillatoriales	Microcoleaceae	NA	NA	0	0	0	0	1	4.84E-05	0	0	1	9.22E-05	0	0
1892855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	Sphingosinicella sp. BN140058	16	0.000777987	4	0.000194927	8	0.000387363	11	0.000615989	9	0.000829892	14	0.000956182
1896164	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas sp. JM171	0	0	0	0	2	9.68E-05	0	0	1	9.22E-05	1	6.83E-05
1896175	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. KT 15	4	0.000194497	3	0.000146195	4	0.000193682	1	5.60E-05	2	0.00018442	3	0.000204896
1896196	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. LM 6	2	9.72E-05	1	4.87E-05	0	0	1	5.60E-05	0	0	0	0
1896961	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. AA4	2	9.72E-05	2	9.75E-05	4	0.000193682	1	5.60E-05	1	9.22E-05	1	6.83E-05
1897729	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas aestuarii	0	0	0	0	2	9.68E-05	0	0	3	0.000276631	1	6.83E-05
1897732	Viruses	NA	NA	NA	NA	NA	Aphis glycines virus 2	1	4.86E-05	0	0	2	9.68E-05	0	0	0	0	0	0
1898044	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma sp. TU-14	3	0.000145873	5	0.000243658	1	4.84E-05	3	0.000167997	1	9.22E-05	5	0.000341494
1898203	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	Lachnospiraceae bacterium	1	4.86E-05	4	0.000194927	6	0.000290522	3	0.000167997	2	0.00018442	3	0.000204896
1898474	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus sp. IME1552	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
1898684	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. LPH1	0	0	0	0	1	4.84E-05	0	0	1	9.22E-05	0	0
1898749	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosomarinus	Candidatus Nitrosomarinus catalina	4	0.000194497	5	0.000243658	3	0.000145261	2	0.000111998	0	0	1	6.83E-05
1902136	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. NPS 308	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
1902245	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella sp. s14-144	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
1903186	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium sp. P6-10-X1	1	4.86E-05	0	0	1	4.84E-05	1	5.60E-05	0	0	0	0
1903187	Bacteria	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa	0	0	4	0.000194927	0	0	0	0	0	0	0	0
1903266	Viruses	NA	NA	NA	Pithoviridae	NA	Cedratvirus A11	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
1903276	Archaea	Thaumarchaeota	NA	NA	NA	Candidatus Nitrosotalea	Candidatus Nitrosotalea okcheonensis	0	0	0	0	1	4.84E-05	1	5.60E-05	0	0	0	0
1903409	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA	1	4.86E-05	2	9.75E-05	2	9.68E-05	4	0.000223996	0	0	1	6.83E-05
1903410	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	NA	NA	10	0.000486242	0	0	9	0.000435784	4	0.000223996	0	0	0	0
1903411	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	NA	NA	5	0.000243121	0	0	1	4.84E-05	2	0.000111998	0	0	1	6.83E-05
1903414	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA	NA	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	0	0
1903686	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca sp. PTS2502	0	0	4	0.000194927	1	4.84E-05	4	0.000223996	0	0	5	0.000341494
1903694	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera avium	1	4.86E-05	0	0	0	0	0	0	6	0.000553261	23	0.001570871
1903704	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	Tumebacillus avium	0	0	2	9.75E-05	0	0	1	5.60E-05	7	0.000645471	21	0.001434273
1904441	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	Rhodobacteraceae bacterium	4	0.000194497	162	0.007894529	282	0.013654554	63	0.003527939	2	0.00018442	2	0.000136597
1904616	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces fodineus	1	4.86E-05	0	0	1	4.84E-05	3	0.000167997	1	9.22E-05	5	0.000341494
1904640	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium GR16-43	1	4.86E-05	6	0.00029239	7	0.000338943	2	0.000111998	0	0	1	6.83E-05
1904944	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp. LM091	0	0	0	0	1	4.84E-05	1	5.60E-05	0	0	0	0
1905730	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium parmentieri	4	0.000194497	5	0.000243658	3	0.000145261	5	0.000279995	11	0.001014312	7	0.000478091
1905847	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. BH-2-1-1	1	4.86E-05	1	4.87E-05	0	0	0	0	20	0.001844204	10	0.000682987
1906741	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Jeongeupia	Jeongeupia sp. USM3	0	0	0	0	1	4.84E-05	0	0	2	0.00018442	0	0
1906742	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. BH-3-3-3	50	0.00243121	33	0.001608145	69	0.003341008	64	0.003583938	1	9.22E-05	0	0
1906744	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter	Rodentibacter heylii	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1907575	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	Jatrophihabitans sp. GAS493	6	0.000291745	0	0	4	0.000193682	9	0.000503991	0	0	0	0
1909293	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	Acetobacteraceae bacterium	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1909395	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea sp. ATCC 55076	5	0.000243121	7	0.000341122	8	0.000387363	9	0.000503991	5	0.000461051	6	0.000409792
1909732	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus sp. T2.5-30	0	0	0	0	0	0	0	0	7	0.000645471	0	0
1911175	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. BJA-103	2	9.72E-05	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
1911586	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus sp. 15R	1	4.86E-05	0	0	1	4.84E-05	0	0	1	9.22E-05	0	0
1911587	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus sp. 6R	0	0	0	0	0	0	0	0	3	0.000276631	1	6.83E-05
1911683	Bacteria	Tenericutes	NA	NA	NA	NA	Tenericutes bacterium MZ-XQ	0	0	0	0	2	9.68E-05	2	0.000111998	2	0.00018442	2	0.000136597
1911684	Bacteria	Tenericutes	NA	NA	NA	NA	Tenericutes bacterium MO-XQ	3	0.000145873	7	0.000341122	7	0.000338943	6	0.000335994	0	0	0	0
1912064	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. MI 10-1553	0	0	0	0	0	0	1	5.60E-05	4	0.000368841	0	0
1912216	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA	0	0	1	4.87E-05	0	0	0	0	6	0.000553261	3	0.000204896
1912856	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp. ING2-D1G	0	0	0	0	2	9.68E-05	0	0	1	9.22E-05	1	6.83E-05
1912871	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Malaciobacter	Arcobacter canalis	9	0.000437618	11	0.000536048	11	0.000532624	5	0.000279995	10	0.000922102	4	0.000273195
1912897	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. N6H1-15	18	0.000875236	8	0.000389853	32	0.001549453	17	0.000951984	11	0.001014312	7	0.000478091
1913577	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella salexigens	1	4.86E-05	2	9.75E-05	0	0	3	0.000167997	0	0	0	0
1914410	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma sp. NBRC 100390	7	0.000340369	9	0.000438585	10	0.000484204	6	0.000335994	21	0.001936414	55	0.00375643
1914461	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora terminaliae	2	9.72E-05	2	9.75E-05	4	0.000193682	2	0.000111998	10	0.000922102	4	0.000273195
1914525	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. FD7	0	0	0	0	0	0	0	0	9	0.000829892	14	0.000956182
1914541	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. Y9	9	0.000437618	1	4.87E-05	5	0.000242102	3	0.000167997	2	0.00018442	1	6.83E-05
1914850	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Certrevirus	NA	15	0.000729363	5	0.000243658	6	0.000290522	10	0.00055999	0	0	3	0.000204896
1914861	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. SA187	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
1914871	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum sp. UHCC 0315A	17	0.000826611	13	0.000633512	9	0.000435784	9	0.000503991	13	0.001198732	26	0.001775767
1914992	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. DUT11	2	9.72E-05	2	9.75E-05	0	0	0	0	0	0	5	0.000341494
1915078	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	Thioclava nitratireducens	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1915309	Bacteria	Proteobacteria	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella	Silvanigrella aquatica	3	0.000145873	8	0.000389853	5	0.000242102	3	0.000167997	4	0.000368841	7	0.000478091
1916917	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 1.5R	0	0	0	0	2	9.68E-05	1	5.60E-05	0	0	1	6.83E-05
1916956	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. SynAce01	1	4.86E-05	0	0	1	4.84E-05	1	5.60E-05	0	0	0	0
