name	dmm1	dmm2	dmm3	dmm4
suppression by virus of host type I interferon-mediated signaling pathway	0.024109417	0.001567175	0.030785676	0.074356395
negative regulation of barbed-end actin filament capping	0.000473749	0.001623685	0.022166782	0.003337891
cytosolic valyl-tRNA aminoacylation	0.003544099	3.108925995	0.014686483	0.381791896
mitochondrial aspartyl-tRNA aminoacylation	0.000344716	0.249858321	0.014602992	0.037815939
positive regulation of JNK cascade	0.003544099	0.001631395	0.007558679	0.117824363
mitochondrial alanyl-tRNA aminoacylation	0.003549809	0.001630867	0.029437721	0.076536769
ATP synthesis coupled proton transport	0.314947016	82.82473904	0.954852946	13.1465599
de novo L-methionine biosynthetic process	0.107862517	0.018233816	0.483271007	5.62536897
L-lysine catabolic process to acetate	0.030316738	0.001621952	0.085955496	0.922678807
transcriptional attenuation by ribosome	0.000322141	0.001628668	0.014933503	0.037815939
actin nucleation	0.184902495	0.001611765	0.137531962	0.252304182
dUTP catabolic process	0.013604242	0.001629268	0.063389483	0.229881361
positive regulation of p38MAPK cascade	0.000322141	0.001628172	0.007558679	0.037815939
arachidonic acid secretion	0.020634791	0.035678762	0.094722463	0.405221974
"mRNA cis splicing, via spliceosome"	0.003576057	0.001631563	0.000688892	0.038463515
NAD salvage	0.000328897	0.001630001	0.021510466	0.630028403
de novo UMP biosynthetic process	0.248794373	0.090628373	0.796008448	15.25177589
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.000322141	1.938099392	0.01443772	0.263499222
dCDP biosynthetic process	0.00034471	0.001621399	0.021919747	0.003337891
acetyl-CoA biosynthetic process	0.07021047	0.053934588	0.442642884	3.465812109
tRNA (guanine-N7)-methylation	0.041739708	0.001614421	0.163435439	1.764547326
rRNA base methylation	0.174746555	0.001605263	0.640240105	6.022372475
suppression by virus of host ISG15 activity	0.01362267	0.001568096	0.01483382	0.003337891
histone H2A acetylation	0.006824963	0.001630438	0.014768816	0.074356395
positive regulation of histone H2B ubiquitination	0.000323345	0.035384053	0.014491963	0.003337891
dAMP biosynthetic process	0.003544099	0.001631216	0.022345281	0.082002212
SRP-dependent cotranslational protein targeting to membrane	0.213393308	0.071807572	0.652895298	6.359417244
vacuolar acidification	0.000322141	0.34762625	0.021995653	0.123668593
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.010129251	0.001627101	0.007442044	0.0379303
L-methionine salvage	0.000322141	0.001628523	0.007443739	0.04123525
suppression by virus of host IRF3 activity	0.013617187	0.001568108	0.014799414	0.003337891
dCTP catabolic process	0.000322141	0.0016298	0.000688892	0.079931766
CTP salvage	0.013514992	0.001627094	0.115222054	0.484015745
mitochondrial tRNA methylation	0.000328831	0.018233646	0.014968374	0.038463515
dTDP biosynthetic process	0.04147756	0.001622526	0.158451717	1.649214742
lysine biosynthetic process via diaminopimelate and N-succinyl-2-amino-6-ketopimelate	0.003604409	0.001631527	0.007508802	0.305521259
malonyl-CoA biosynthetic process	0.072359339	0.519476257	0.289598817	3.622751615
cysteine export across plasma membrane	0.010184619	0.001627886	0.062402176	0.763741386
carbon catabolite activation of transcription from RNA polymerase II promoter	0.000323345	0.001617771	0.007550987	0.003337891
tRNA wobble adenosine to inosine editing	0.081749054	0.001614809	0.286780184	2.97414254
IMP salvage	0.023914284	0.018233743	0.138099395	0.827197416
ribosomal subunit export from nucleus	0.000322141	0.018233672	0.014553201	0.077898738
mitochondrial asparaginyl-tRNA aminoacylation	0.000322141	0.226357274	0.000688892	0.003337891
dATP catabolic process	0.006836306	0.001629453	0.029783325	0.227715901
"peptidyl-arginine methylation, to symmetrical-dimethyl arginine"	0.000322141	0.001628586	0.014467863	0.259857631
positive regulation of NF-kappaB transcription factor activity	0.006849152	7.940966389	0.030368246	0.23853821
de novo CTP biosynthetic process	0.125949151	0.018233854	0.472937884	4.479398592
dTMP biosynthetic process	0.087975393	0.091399494	0.199074824	1.994655291
glycolytic process	0.41645134	4.088905656	2.548923567	30.91498535
L-valine import across plasma membrane	0.003549807	0.001625662	0.03713724	0.225696212
dGTP catabolic process	0.02058633	0.00162582	0.063471513	0.848807011
tRNA wobble cytosine modification	0.014021977	0.001630794	0.04340655	0.589710154
dUMP biosynthetic process	0.057191162	0.053934731	0.153677151	2.275832179
L-histidine import across plasma membrane	0.003556497	0.001631575	0.015396992	0.251478971
tRNA N1-guanine methylation	0.003558794	0.001630899	0.02178504	0.077898738
UMP salvage	0.043078021	0.001619183	0.348267984	2.110143655
tRNA 4-thiouridine biosynthesis	0.000322141	0.001631552	0.014312115	0.322410187
fatty-acyl-CoA biosynthetic process	0.000328861	1.614729203	0.007443739	0.038463515
enzyme-directed rRNA pseudouridine synthesis	0.013749712	0.001629347	0.083796532	1.201198037
suppression by virus of host NF-kappaB transcription factor activity	0.01362267	0.001568096	0.01483382	0.003337891
D-alanine biosynthetic process	0.091300478	0.001612466	0.332660218	4.165308838
histone H3 acetylation	0.003544099	0.001629888	0.014653323	0.003337886
negative regulation of cyclin-dependent protein serine/threonine kinase activity	0.000322141	0.001631558	0.022186038	0.077224091
siderophore-dependent iron import into cell	0.027322579	0.001622126	0.097455233	1.260232835
histone H4 acetylation	0.010117718	0.001627308	0.030017352	0.074356395
L-ornithine import across plasma membrane	0.00034473	0.001631082	0.007508768	0.371208988
"isopentenyl diphosphate biosynthetic process, mevalonate pathway"	0.02700519	0.001623613	0.055582039	0.25961302
negative regulation of transcription elongation from RNA polymerase II promoter	0.000322141	0.001631324	0.007443739	0.120071553
D-alanine catabolic process	0.024057842	0.00162593	0.036202808	1.535825095
arginine catabolic process to proline via ornithine	0.000322141	0.001627593	0.014503787	0.038463515
de novo IMP biosynthetic process	0.321797235	8.524144654	0.986487685	28.00662222
L-alanine biosynthetic process from pyruvate	0.006887469	0.001627793	0.000688892	0.646757627
protein targeting to lysosome involved in chaperone-mediated autophagy	0.000322141	0.172600349	0.007524648	0.077224091
conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	0.079899391	0.035678484	0.294253932	2.313445368
mitotic spindle assembly checkpoint	0.003544099	0.00163144	0.014442476	0.117420995
dUTP biosynthetic process	0.023677727	0.001620564	0.090889815	1.306790218
tRNA nucleoside ribose methylation	0.000322141	0.001631579	0.000688892	0.175777133
positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation	0.000323345	0.001618025	0.007546673	0.003337891
ribosomal large subunit export from nucleus	0.197104147	0.001617995	0.124063078	0.085635306
glycolytic process via Entner-Doudoroff Pathway	0.000322141	0.035678994	0.007485815	0.076975027
de novo NAD biosynthetic process from tryptophan	0.038054446	0.001619302	0.099260356	1.535234825
L-methionine salvage from methylthioadenosine	0.072335568	0.00161455	0.153589475	3.506171856
rRNA (guanine-N7)-methylation	0.058631279	0.018384722	0.259717166	3.227545744
positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation	0.003563802	0.001625424	0.007468915	0.003337891
wobble position uridine ribose methylation	0.003544099	0.001629035	0.014685856	0.150324883
L-methionine biosynthetic process from homoserine via O-acetyl-L-homoserine and cystathionine	0.000322141	0.001630384	0.014500388	0.123806577
suppression by virus of host MDA-5 activity	0.006824605	0.001629865	0.007666094	0.003337886
glycolytic process through glucose-6-phosphate	0.000322141	1.535032769	0.000688892	0.037815939
wobble position cytosine ribose methylation	0.003544099	0.001629035	0.014685856	0.150324883
release of sequestered calcium ion into cytosol	0.006837261	0.001631162	0.01443772	0.077224091
ferrichrome import into cell	0.000322141	0.00163104	0.000688892	0.096067759
L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine	0.013556437	0.001629634	0.048918206	0.300050108
canonical glycolysis	0.010091426	2.878046592	0.029988519	0.282151784
glycolytic process from galactose	0.000322141	0.109073122	0.000688892	0.003337891
